TIME,CH2,Model,TBS2074B
6.78E+00,0.0004,,
6.79E+00,0,,
6.80E+00,0,,
6.81E+00,0,,
6.82E+00,-0.0004,,
6.82E+00,-0.0008,,
6.83E+00,0,,
6.84E+00,0,,
6.85E+00,-0.0004,,
6.86E+00,0.0008,,
6.86E+00,0,,
6.87E+00,-0.0004,,
6.88E+00,-0.0008,,
6.89E+00,-0.0004,,
6.90E+00,0.0004,,
6.90E+00,0,,
6.91E+00,-0.0008,,
6.92E+00,0,,
6.93E+00,-0.0008,,
6.94E+00,0,,
6.94E+00,0.0008,,
6.95E+00,-0.0008,,
6.96E+00,0.0004,,
6.97E+00,-0.0004,,
6.98E+00,0.0004,,
6.98E+00,-0.0004,,
6.99E+00,-0.0004,,
7.00E+00,0.0008,,
7.01E+00,-0.0012,,
7.02E+00,0,,
7.02E+00,0.0004,,
7.03E+00,-0.0004,,
7.04E+00,-0.0008,,
7.05E+00,-0.0008,,
7.06E+00,0.0004,,
7.06E+00,0,,
7.07E+00,-0.0008,,
7.08E+00,0.0004,,
7.09E+00,-0.0016,,
7.10E+00,-0.0008,,
7.10E+00,-0.0004,,
7.11E+00,0,,
7.12E+00,-0.0004,,
7.13E+00,0.0004,,
7.14E+00,-0.0004,,
7.14E+00,0,,
7.15E+00,-0.0004,,
7.16E+00,0,,
7.17E+00,-0.0004,,
7.18E+00,-0.0016,,
7.18E+00,-0.0004,,
7.19E+00,-0.0008,,
7.20E+00,-0.0004,,
7.21E+00,0,,
7.22E+00,-0.0008,,
7.22E+00,0.0008,,
7.23E+00,-0.0004,,
7.24E+00,-0.0008,,
7.25E+00,-0.0016,,
7.26E+00,-0.0004,,
7.26E+00,0.0004,,
7.27E+00,0.0004,,
7.28E+00,0.0004,,
7.29E+00,0.0004,,
7.30E+00,0,,
7.30E+00,-0.0004,,
7.31E+00,-0.0008,,
7.32E+00,0,,
7.33E+00,0.0004,,
7.34E+00,-0.0008,,
7.34E+00,-0.0004,,
7.35E+00,0,,
7.36E+00,-0.0008,,
7.37E+00,-0.0008,,
7.38E+00,-0.0004,,
7.38E+00,0.0004,,
7.39E+00,0.0004,,
7.40E+00,-0.0008,,
7.41E+00,-0.0008,,
7.42E+00,-0.0004,,
7.42E+00,-0.0004,,
7.43E+00,-0.0004,,
7.44E+00,0.0004,,
7.45E+00,0.0008,,
7.46E+00,-0.0004,,
7.46E+00,0.0004,,
7.47E+00,0.0004,,
7.48E+00,-0.0008,,
7.49E+00,0,,
7.50E+00,0,,
7.50E+00,0,,
7.51E+00,-0.0012,,
7.52E+00,0,,
7.53E+00,-0.0004,,
7.54E+00,0.0004,,
7.54E+00,0,,
7.55E+00,-0.0004,,
7.56E+00,-0.0012,,
7.57E+00,-0.0004,,
7.58E+00,-0.0004,,
7.58E+00,0.0004,,
7.59E+00,-0.0008,,
7.60E+00,-0.0012,,
7.61E+00,0.0004,,
7.62E+00,-0.0008,,
7.62E+00,-0.0008,,
7.63E+00,0.0004,,
7.64E+00,-0.0004,,
7.65E+00,0,,
7.66E+00,0,,
7.66E+00,0,,
7.67E+00,-0.0008,,
7.68E+00,0,,
7.69E+00,-0.0004,,
7.70E+00,-0.0008,,
7.70E+00,-0.0012,,
7.71E+00,-0.0008,,
7.72E+00,-0.0004,,
7.73E+00,0.0008,,
7.74E+00,0,,
7.74E+00,-0.0008,,
7.75E+00,0,,
7.76E+00,-0.0004,,
7.77E+00,-0.0004,,
7.78E+00,-0.0004,,
7.78E+00,0,,
7.79E+00,-0.0004,,
7.80E+00,-0.0012,,
7.81E+00,-0.0004,,
7.82E+00,-0.0008,,
7.82E+00,0,,
7.83E+00,-0.0012,,
7.84E+00,-0.0004,,
7.85E+00,-0.0004,,
7.86E+00,0,,
7.86E+00,-0.0008,,
7.87E+00,0.0004,,
7.88E+00,-0.0004,,
7.89E+00,0.0004,,
7.90E+00,-0.0008,,
7.90E+00,-0.0004,,
7.91E+00,0.0004,,
7.92E+00,0.0004,,
7.93E+00,-0.0004,,
7.94E+00,0.0004,,
7.94E+00,-0.0008,,
7.95E+00,0,,
7.96E+00,0.0004,,
7.97E+00,-0.0008,,
7.98E+00,-0.0004,,
7.98E+00,0,,
7.99E+00,0,,
